67,60
102,61
66,62
93,63
66,64
66,65
66,66
110,67
66,68
66,69
66,70
66,71
95,72
81,73
81,74
81,75
66,76
82,77
88,78
79,79
90,80
65,81
95,82
66,83
83,84
81,85
86,86
87,87
65,88
65,89
81,90
79,91
66,92
93,93
67,94
78,95
86,96
93,97
65,98
88,99
100,100
66,101
102,102
60,103
102,104
114,105
114,106
110,107
110,108
114,109
110,110
114,111
114,112
113,113
114,114
115,115
110,116
106,117
91,118
110,119
67,60
61,61
67,62
63,63
66,64
64,65
102,66
104,67
66,68
66,69
102,70
66,71
82,72
67,73
92,74
90,75
66,76
86,77
66,78
79,79
78,80
65,81
95,82
78,83
78,84
95,85
86,86
102,87
90,88
78,89
78,90
79,91
102,92
78,93
94,94
78,95
93,96
101,97
64,98
66,99
79,100
69,101
80,102
102,103
104,104
106,105
119,106
110,107
110,108
106,109
119,110
116,111
112,112
113,113
106,114
113,115
110,116
119,117
118,118
108,119
