97,60
88,61
62,62
63,63
64,64
114,65
97,66
67,67
68,68
87,69
81,70
69,71
69,72
99,73
100,74
94,75
94,76
97,77
108,78
97,79
97,80
81,81
81,82
95,83
64,84
95,85
86,86
87,87
88,88
88,89
91,90
91,91
98,92
87,93
94,94
64,95
106,96
97,97
106,98
97,99
97,100
94,101
102,102
108,103
104,104
64,105
106,106
85,107
97,108
113,109
117,110
109,111
112,112
113,113
101,114
102,115
112,116
117,117
119,118
119,119
106,60
104,61
106,62
63,63
64,64
85,65
66,66
119,67
109,68
69,69
91,70
69,71
72,72
73,73
64,74
75,75
76,76
60,77
93,78
70,79
80,80
81,81
97,82
85,83
104,84
64,85
86,86
104,87
104,88
104,89
91,90
91,91
64,92
61,93
94,94
64,95
108,96
108,97
104,98
97,99
106,100
94,101
102,102
97,103
104,104
105,105
106,106
85,107
97,108
116,109
109,110
111,111
75,112
113,113
101,114
113,115
116,116
112,117
118,118
119,119
