86,60
46,61
107,62
109,63
46,64
107,65
46,66
109,67
46,68
46,69
107,70
109,71
46,72
46,73
46,74
46,75
46,76
60,77
107,78
107,79
46,80
46,81
46,82
46,83
46,84
46,85
86,86
86,87
46,88
46,89
46,90
107,91
46,92
107,93
109,94
46,95
109,96
109,97
46,98
107,99
107,100
107,101
107,102
109,103
46,104
107,105
109,106
107,107
107,108
109,109
107,110
107,111
107,112
109,113
109,114
109,115
107,116
109,117
109,118
107,119
86,60
86,61
93,62
107,63
46,64
109,65
46,66
86,67
46,68
109,69
109,70
107,71
46,72
84,73
61,74
46,75
46,76
87,77
46,78
107,79
46,80
46,81
86,82
46,83
95,84
46,85
46,86
86,87
109,88
46,89
107,90
107,91
109,92
109,93
109,94
46,95
107,96
109,97
107,98
107,99
107,100
109,101
86,102
86,103
95,104
109,105
109,106
107,107
109,108
109,109
109,110
109,111
109,112
109,113
59,114
109,115
109,116
109,117
109,118
109,119
