97,60
98,61
62,62
63,63
64,64
67,65
97,66
67,67
68,68
97,69
62,70
62,71
62,72
63,73
97,74
94,75
67,76
97,77
97,78
97,79
97,80
81,81
81,82
95,83
64,84
95,85
97,86
97,87
98,88
98,89
97,90
97,91
98,92
97,93
94,94
95,95
97,96
97,97
97,98
97,99
97,100
94,101
102,102
97,103
95,104
95,105
97,106
85,107
97,108
115,109
101,110
115,111
113,112
119,113
115,114
101,115
113,116
101,117
119,118
119,119
97,60
108,61
97,62
63,63
64,64
67,65
68,66
119,67
109,68
69,69
68,70
68,71
84,72
68,73
95,74
84,75
90,76
84,77
77,78
84,79
63,80
81,81
97,82
85,83
95,84
64,85
85,86
108,87
84,88
96,89
95,90
97,91
95,92
64,93
94,94
64,95
108,96
97,97
95,98
97,99
108,100
94,101
67,102
97,103
64,104
95,105
97,106
67,107
97,108
113,109
109,110
97,111
116,112
113,113
116,114
109,115
113,116
113,117
118,118
119,119
